YEAR,STATEFIP,FEMALE,AGE,HISPANIC,ASIAN,BLACK,PACIFICISLANDER,WHITE,COLLEGE,INCOME
2022,15,0,33,1,0,0,0,1,0,30000
2022,15,1,32,0,0,0,0,0,0,0
2022,15,0,51,0,1,0,0,0,1,72000
2022,15,1,54,0,0,0,1,0,1,0
2022,15,1,72,0,1,0,0,0,0,13200
2022,15,1,75,0,0,0,0,1,1,48000
2022,15,0,75,0,0,0,0,1,1,48000
2022,15,0,31,0,0,0,0,1,0,12000
2022,15,0,80,0,1,0,0,0,1,77800
2022,15,1,75,0,1,0,0,0,1,14400
2022,15,1,76,0,0,0,0,0,0,9000
2022,15,0,77,0,0,0,0,0,0,91500
2022,15,1,60,0,1,0,0,0,1,48500
2022,15,0,64,0,1,0,0,0,1,40000
2022,15,1,28,0,1,0,0,0,1,35000
2022,15,1,26,0,1,0,0,0,1,500
2022,15,1,89,0,1,0,0,0,1,47180
2022,15,0,38,0,0,0,0,1,0,94000
2022,15,1,28,0,0,0,0,1,0,0
2022,15,1,41,0,1,0,0,0,0,35000
2022,15,1,31,0,0,0,0,0,1,84000
2022,15,0,35,0,0,0,0,0,0,75200
2022,15,0,50,0,0,0,0,1,0,132000
2022,15,1,34,0,0,0,1,0,1,30000
2022,15,0,73,0,0,0,0,0,0,101600
2022,15,1,41,0,0,0,1,0,0,45000
2022,15,0,28,0,0,0,0,1,0,34000
2022,15,1,29,0,0,0,0,1,0,0
2022,15,1,54,0,1,0,0,0,1,72050
2022,15,0,63,0,1,0,0,0,0,40000
2022,15,1,40,0,0,0,0,1,0,54000
2022,15,0,30,0,0,0,0,1,0,47000
2022,15,1,45,0,0,0,0,1,0,40000
2022,15,1,72,0,0,0,0,1,0,278900
2022,15,1,36,0,0,0,0,1,0,1800
2022,15,0,40,0,0,0,0,1,0,37000
2022,15,1,42,0,0,0,0,1,0,26000
2022,15,1,61,0,0,0,1,0,0,0
2022,15,1,67,0,0,0,1,0,0,8400
2022,15,0,78,0,0,0,1,0,0,11400
2022,15,0,23,0,0,0,1,0,0,0
2022,15,0,71,0,0,0,1,0,1,20300
2022,15,1,59,0,0,0,1,0,1,84000
2022,15,1,49,0,0,0,1,0,1,70000
2022,15,0,28,0,0,0,1,0,0,15000
2022,15,1,24,0,0,0,1,0,0,28000
2022,15,0,72,0,0,0,0,0,0,130400
2022,15,1,61,0,0,0,0,0,0,12600
2022,15,0,65,0,0,0,0,0,0,58400
2022,15,1,57,0,0,0,0,1,1,7800
2022,15,1,51,0,0,0,0,0,0,84000
2022,15,0,53,0,0,0,0,1,0,25000
2022,15,0,60,0,1,0,0,0,0,32500
2022,15,1,58,0,0,0,1,0,1,110100
2022,15,1,58,0,1,0,0,0,1,50000
2022,15,1,83,0,0,0,0,1,1,85000
2022,15,0,87,0,0,0,0,1,1,123000
2022,15,0,76,0,0,0,0,1,1,50000
2022,15,0,55,0,0,0,0,1,1,50000
2022,15,1,52,0,0,0,0,1,1,0
2022,15,1,38,0,0,0,0,1,1,0
2022,15,0,40,0,0,0,1,0,0,40000
2022,15,1,54,0,0,0,0,0,0,0
2022,15,0,52,0,0,0,0,0,0,23000
2022,15,1,35,0,0,0,0,0,0,6500
2022,15,1,30,0,0,0,0,0,0,26000
2022,15,0,24,0,0,0,0,0,0,1500
2022,15,0,33,0,0,0,0,0,1,60000
2022,15,0,30,0,0,0,0,0,0,5000
2022,15,0,78,0,0,0,0,1,1,218400
2022,15,1,78,0,0,0,0,1,1,32000
2022,15,0,53,0,1,0,0,0,1,60000
2022,15,1,56,0,1,0,0,0,0,55000
2022,15,0,61,0,0,0,0,1,0,11400
2022,15,1,63,0,0,0,0,1,1,49250
2022,15,0,56,0,0,0,0,1,1,95000
2022,15,1,60,0,0,0,0,1,1,56000
2022,15,1,68,0,1,0,0,0,0,29400
2022,15,0,72,0,0,0,0,0,0,21400
2022,15,0,65,0,0,0,1,0,1,97000
2022,15,1,59,0,0,0,1,0,0,41300
2022,15,1,81,0,1,0,0,0,0,94100
2022,15,0,86,0,1,0,0,0,0,0
2022,15,0,52,0,1,0,0,0,0,40000
2022,15,1,81,0,0,0,1,0,0,8700
2022,15,1,67,0,1,0,0,0,1,31000
2022,15,0,74,0,1,0,0,0,0,73700
2022,15,1,38,1,0,0,0,0,1,45600
2022,15,1,58,0,0,0,0,1,1,72000
2022,15,0,65,0,0,0,0,1,1,54000
2022,15,0,24,0,0,0,0,1,1,50000
2022,15,0,83,0,1,0,0,0,0,101600
2022,15,1,80,0,1,0,0,0,1,62100
2022,15,1,45,0,1,0,0,0,1,14500
2022,15,0,37,0,1,0,0,0,0,9600
2022,15,1,57,0,0,0,0,0,0,42000
2022,15,1,21,0,0,0,0,0,0,12000
2022,15,1,80,0,1,0,0,0,0,42100
2022,15,0,43,1,1,0,0,0,1,12000
2022,15,1,41,0,0,0,1,0,0,12000
2022,15,1,18,0,0,0,1,0,0,13000
2022,15,1,76,0,0,0,0,1,0,32800
2022,15,0,76,0,0,0,0,1,0,38800
2022,15,0,43,0,0,0,0,1,1,100000
2022,15,1,43,0,0,0,0,1,1,114000
2022,15,1,76,0,0,0,1,0,0,46000
2022,15,1,53,0,0,0,1,0,0,11100
2022,15,1,40,0,0,0,1,0,1,70000
2022,15,0,45,0,0,0,0,1,0,80000
2022,15,0,15,0,0,0,0,0,0,0
2022,15,0,32,0,0,0,1,0,1,75000
2022,15,1,73,0,0,0,0,1,0,13500
2022,15,0,72,0,0,0,0,1,1,64000
2022,15,1,88,0,0,0,1,0,0,303900
2022,15,0,61,0,0,0,1,0,0,113000
2022,15,0,53,0,0,0,1,0,0,47000
2022,15,1,53,0,0,0,1,0,0,45000
2022,15,1,66,0,1,0,0,0,1,140000
2022,15,1,93,0,1,0,0,0,0,42000
2022,15,0,50,0,0,0,1,0,0,65500
2022,15,1,50,0,0,0,1,0,1,70000
2022,15,0,24,0,0,0,1,0,0,36000
2022,15,0,23,0,0,0,1,0,0,65000
2022,15,1,97,0,1,0,0,0,1,69600
2022,15,1,63,0,1,0,0,0,1,0
2022,15,0,61,0,0,0,0,0,1,22000
2022,15,0,67,0,0,0,0,1,0,12700
2022,15,0,62,0,0,0,0,0,0,87200
2022,15,1,67,0,0,0,1,0,0,26700
2022,15,0,27,0,0,0,1,0,1,45000
2022,15,1,23,0,0,0,1,0,0,10000
2022,15,1,41,0,1,0,0,0,1,127000
2022,15,0,43,0,1,0,0,0,1,150300
2022,15,0,75,0,1,0,0,0,1,116700
2022,15,1,74,0,1,0,0,0,1,12400
2022,15,0,39,0,0,0,0,0,0,90000
2022,15,1,42,0,0,0,1,0,1,75500
2022,15,1,53,0,0,0,1,0,1,63000
2022,15,0,46,0,0,0,1,0,0,95000
2022,15,0,33,0,0,0,1,0,0,28000
2022,15,1,31,0,0,0,1,0,0,43800
2022,15,1,33,0,0,0,1,0,0,43800
2022,15,1,47,0,0,0,1,0,0,42000
2022,15,0,49,0,0,0,1,0,0,0
2022,15,1,26,0,0,0,1,0,1,40000
2022,15,0,30,0,0,1,0,0,1,132000
2022,15,0,57,1,0,0,1,0,0,36140
2022,15,1,57,1,0,0,0,0,0,60000
2022,15,1,78,0,0,0,1,0,0,81500
2022,15,1,41,1,0,0,0,0,1,102000
2022,15,0,23,1,0,0,0,0,1,0
2022,15,1,20,1,0,0,0,0,0,36000
2022,15,0,17,1,0,0,0,0,0,4100
2022,15,0,27,0,0,0,0,0,0,31200
2022,15,1,72,0,0,0,0,1,0,133800
2022,15,0,41,0,0,0,0,1,0,218500
2022,15,1,29,0,0,0,0,0,1,50000
2022,15,0,72,0,1,0,0,0,1,96110
2022,15,1,60,0,1,0,0,0,0,5000
2022,15,1,54,0,0,0,0,1,0,55000
2022,15,0,70,0,0,0,0,1,0,9400
2022,15,0,81,0,0,1,0,0,0,36300
2022,15,1,39,0,0,0,1,0,0,0
2022,15,0,41,0,0,0,0,1,1,296000
2022,15,1,44,0,0,0,0,1,0,80000
2022,15,1,67,0,0,0,0,1,0,95800
2022,15,1,31,0,0,0,0,1,0,40000
2022,15,1,29,0,0,0,0,1,1,12000
2022,15,1,61,0,0,0,0,1,0,15000
2022,15,1,59,0,0,0,0,1,0,15000
2022,15,1,56,0,0,0,0,1,0,0
2022,15,1,30,0,0,0,0,1,0,74000
2022,15,0,46,0,0,0,0,1,0,16500
2022,15,1,45,0,0,0,0,1,1,65000
2022,15,0,65,0,0,0,0,0,0,34200
2022,15,1,67,0,1,0,0,0,0,23600
2022,15,0,54,1,0,0,0,1,0,32000
2022,15,0,18,1,0,0,0,0,0,1400
2022,15,0,16,1,0,0,0,0,0,600
2022,15,1,90,0,1,0,0,0,0,21000
2022,15,0,36,0,0,0,1,0,1,331000
2022,15,1,74,0,0,0,0,1,0,19000
2022,15,0,79,0,0,0,0,1,0,28800
2022,15,1,45,0,0,0,0,1,1,62000
2022,15,0,51,0,0,0,0,1,0,20000
2022,15,1,54,0,0,0,1,0,0,9000
2022,15,0,62,0,0,0,1,0,0,0
2022,15,0,81,0,1,0,0,0,1,34300
2022,15,1,78,0,0,0,0,0,0,8700
2022,15,1,60,0,0,0,0,1,1,80000
2022,15,0,31,0,0,0,0,0,1,55000
2022,15,1,31,0,0,0,0,1,1,25000
2022,15,1,55,0,1,0,0,0,0,38900
2022,15,1,80,0,1,0,0,0,0,12000
2022,15,0,46,0,0,0,0,0,1,113000
2022,15,1,15,0,0,0,0,0,0,0
2022,15,1,29,0,0,0,0,1,1,8000
2022,15,0,40,0,0,0,0,0,0,100000
2022,15,1,25,0,0,0,0,0,0,40000
2022,15,0,75,0,0,0,0,0,0,22300
2022,15,1,62,0,0,0,0,1,0,0
2022,15,0,55,0,0,0,1,0,0,0
2022,15,1,97,0,1,0,0,0,0,0
2022,15,1,97,0,1,0,0,0,0,0
2022,15,1,97,0,1,0,0,0,0,0
2022,15,1,88,0,1,0,0,0,0,0
2022,15,1,81,0,1,0,0,0,0,0
2022,15,1,76,0,0,0,1,0,0,0
2022,15,1,67,0,1,0,0,0,0,115200
2022,15,0,77,0,0,0,1,0,0,72400
2022,15,0,40,0,0,0,1,0,0,150000
2022,15,1,48,0,0,0,1,0,0,25000
2022,15,0,69,0,0,0,0,1,1,23300
2022,15,0,62,0,1,0,0,0,0,55200
2022,15,1,40,0,0,0,1,0,0,7000
2022,15,0,51,0,0,0,1,0,0,30000
2022,15,1,71,0,0,0,1,0,0,6500
2022,15,1,37,1,0,0,0,1,0,52400
2022,15,0,17,1,0,0,0,1,0,0
2022,15,0,53,0,0,0,1,0,0,52000
2022,15,0,58,0,0,0,0,1,0,200000
2022,15,1,58,0,0,0,0,1,0,0
2022,15,1,55,0,0,0,0,1,1,0
2022,15,0,60,0,1,0,0,0,1,366000
2022,15,1,91,0,1,0,0,0,0,16500
2022,15,0,31,0,0,0,0,1,0,61700
2022,15,1,32,0,0,0,0,1,0,30000
2022,15,1,66,0,0,0,0,1,0,0
2022,15,0,65,0,0,0,0,1,1,125000
2022,15,1,60,0,0,0,0,0,1,68000
2022,15,0,60,0,0,0,0,0,0,70000
2022,15,0,29,0,0,0,0,0,0,38000
2022,15,0,29,0,0,0,0,0,0,40000
2022,15,1,81,0,0,0,0,1,0,57600
2022,15,1,58,0,1,0,0,0,1,52000
2022,15,0,58,0,1,0,0,0,0,61000
2022,15,1,25,0,1,0,0,0,1,31000
2022,15,0,21,0,1,0,0,0,0,25100
2022,15,1,87,0,1,0,0,0,1,88800
2022,15,1,23,1,0,1,0,0,0,48000
2022,15,0,22,1,0,0,0,0,0,34000
2022,15,1,19,1,0,1,0,0,0,-4800
2022,15,0,47,0,0,0,0,0,0,120000
2022,15,1,51,0,0,0,1,0,0,114500
2022,15,0,20,0,0,0,1,0,0,0
2022,15,1,17,0,0,0,1,0,0,0
2022,15,1,80,0,0,0,1,0,0,12000
2022,15,0,72,0,0,0,0,0,0,70000
2022,15,1,93,0,0,0,0,0,0,30000
2022,15,1,57,0,0,0,0,1,1,70000
2022,15,1,29,0,0,0,0,1,0,17000
2022,15,1,26,0,0,0,0,1,0,44200
2022,15,0,31,0,0,0,0,1,0,48000
2022,15,1,86,0,0,0,1,0,0,9800
2022,15,1,48,0,0,0,1,0,0,55000
2022,15,1,17,0,0,0,0,0,0,0
2022,15,0,58,0,1,0,0,0,1,150000
2022,15,1,57,0,0,0,1,0,1,107000
2022,15,1,20,0,0,0,1,0,0,10110
2022,15,0,16,0,0,0,1,0,0,0
2022,15,0,67,0,0,0,0,0,1,50400
2022,15,1,62,1,0,0,0,1,1,40100
2022,15,0,49,0,0,0,0,1,1,300000
2022,15,1,47,0,1,0,0,0,1,6000
2022,15,0,75,0,0,0,0,1,1,80000
2022,15,1,66,0,1,0,0,0,1,100000
2022,15,0,66,0,0,0,0,0,0,14000
2022,15,1,63,0,0,0,0,0,0,35000
2022,15,0,33,0,0,0,0,0,1,50000
2022,15,0,41,0,0,0,0,0,1,42000
2022,15,1,48,0,0,0,1,0,1,6000
2022,15,1,54,0,0,0,1,0,0,5000
2022,15,0,54,0,0,0,0,1,1,50000
2022,15,0,49,0,0,0,1,0,0,48000
2022,15,1,45,0,0,0,0,1,1,43800
2022,15,0,24,0,0,0,1,0,0,0
2022,15,0,24,0,0,0,0,1,0,9900
2022,15,1,24,1,0,0,0,1,0,27000
2022,15,0,25,0,0,0,0,1,0,36000
2022,15,0,28,1,0,0,0,1,0,43000
2022,15,1,90,0,0,0,1,0,0,28800
2022,15,0,62,1,0,0,0,0,1,90700
2022,15,1,61,1,0,0,0,0,1,32430
2022,15,1,61,0,0,0,1,0,0,36000
2022,15,0,50,0,0,0,1,0,0,80000
2022,15,1,41,0,0,0,1,0,0,0
2022,15,0,22,0,0,0,1,0,0,0
2022,15,1,78,0,1,0,0,0,1,41400
2022,15,0,44,0,1,0,0,0,0,9000
2022,15,0,73,0,1,0,0,0,0,39000
2022,15,1,31,0,0,0,0,1,1,105000
2022,15,0,32,0,0,0,0,1,1,104000
2022,15,0,59,0,0,0,0,1,0,90000
2022,15,1,60,0,0,0,0,1,0,1600
2022,15,1,81,0,1,0,0,0,1,40800
2022,15,1,56,0,0,0,1,0,0,13000
2022,15,0,59,0,0,0,0,0,1,68000
2022,15,0,21,0,0,1,0,0,1,24000
2022,15,1,25,0,0,1,0,0,1,1000
2022,15,1,36,0,0,0,0,0,0,32200
2022,15,0,63,0,1,0,0,0,1,70000
2022,15,1,61,0,1,0,0,0,1,20000
2022,15,0,82,0,0,0,1,0,1,203000
2022,15,1,79,0,1,0,0,0,1,38000
2022,15,1,24,0,0,0,1,0,0,45100
2022,15,1,67,0,0,0,1,0,0,8400
2022,15,0,73,0,1,0,0,0,0,40000
2022,15,0,30,0,0,0,0,1,1,120000
2022,15,1,42,0,0,0,1,0,0,40400
2022,15,1,71,0,0,0,1,0,0,9900
2022,15,1,65,0,0,0,1,0,0,36000
2022,15,0,69,0,0,0,1,0,0,22000
2022,15,0,50,0,0,0,0,1,0,100000
2022,15,1,53,0,0,0,0,1,0,0
2022,15,1,73,0,1,0,0,0,0,6400
2022,15,0,97,0,1,0,0,0,0,17300
2022,15,1,38,1,0,0,0,1,0,56200
2022,15,0,42,1,0,0,0,0,0,78000
2022,15,1,70,0,0,0,0,1,0,20600
2022,15,0,70,0,0,0,0,1,0,39000
2022,15,1,87,0,1,0,0,0,1,70300
2022,15,0,78,0,1,0,0,0,0,40000
2022,15,0,62,0,0,0,0,1,1,3100
2022,15,0,62,0,0,0,0,1,0,30700
2022,15,0,97,0,0,0,1,0,1,67200
2022,15,1,89,0,1,0,0,0,1,192000
2022,15,0,63,0,0,0,1,0,1,111700
2022,15,1,54,0,1,0,0,0,1,95000
2022,15,0,52,0,0,0,1,0,0,93800
2022,15,1,44,0,0,0,1,0,0,51000
2022,15,0,21,0,0,0,1,0,0,34600
2022,15,0,20,0,0,0,1,0,0,0
2022,15,0,19,0,0,0,1,0,0,0
2022,15,1,72,0,0,0,1,0,0,9900
2022,15,0,66,0,0,0,0,1,1,218100
2022,15,1,62,0,0,0,0,0,1,0
2022,15,0,25,0,0,0,0,0,0,39800
2022,15,1,22,0,0,0,0,0,0,12300
2022,15,0,93,0,1,0,0,0,1,209300
2022,15,0,56,0,0,0,1,0,0,40000
2022,15,0,85,0,0,0,0,1,0,77500
2022,15,1,49,0,0,0,0,1,1,10000
2022,15,0,68,0,0,0,1,0,0,9900
2022,15,1,65,0,0,0,0,1,0,48820
2022,15,1,38,0,0,0,0,0,1,25000
2022,15,0,38,0,0,0,0,0,1,70000
2022,15,1,90,0,0,0,1,0,0,27000
2022,15,1,63,0,0,0,1,0,0,36000
2022,15,0,68,0,0,0,1,0,1,196500
2022,15,1,58,0,1,0,0,0,0,35000
2022,15,0,52,0,0,0,0,1,1,291000
2022,15,1,60,0,0,0,0,0,0,30000
2022,15,0,65,0,1,0,0,0,0,43200
2022,15,0,59,0,0,0,0,1,0,330000
2022,15,1,57,0,1,0,0,0,0,4000
2022,15,1,60,0,0,0,0,0,0,21500
2022,15,0,57,0,0,0,1,0,0,0
2022,15,0,86,0,0,0,0,0,0,41700
2022,15,1,69,0,1,0,0,0,1,39600
2022,15,0,52,0,0,0,0,0,1,82000
2022,15,1,43,0,0,0,0,0,1,70000
2022,15,1,45,1,0,0,0,0,1,110000
2022,15,0,48,0,0,0,0,0,0,80000
2022,15,1,71,0,0,0,1,0,0,47700
2022,15,1,39,0,0,0,1,0,0,860
2022,15,1,60,0,0,0,1,0,0,15000
2022,15,0,57,0,0,0,1,0,0,69000
2022,15,0,40,0,0,0,1,0,0,10000
2022,15,0,37,0,0,0,1,0,0,65000
2022,15,0,38,0,0,0,0,1,0,60000
2022,15,1,36,0,0,0,0,1,1,60000
2022,15,0,29,0,0,0,1,0,0,100000
2022,15,0,49,0,0,0,0,1,0,132000
2022,15,0,46,0,0,0,0,1,1,62000
2022,15,1,46,0,1,0,0,0,1,70000
2022,15,0,76,0,1,0,0,0,1,80000
2022,15,1,76,0,1,0,0,0,1,68000
2022,15,0,64,0,0,0,0,1,0,71700
2022,15,0,49,0,1,0,0,0,1,50000
2022,15,1,68,0,1,0,0,0,0,17900
2022,15,0,44,0,0,0,0,0,0,15700
2022,15,0,46,0,0,0,0,0,0,43000
2022,15,1,36,0,0,0,1,0,0,24000
2022,15,1,15,0,0,0,0,0,0,13000
2022,15,1,31,1,0,0,0,0,0,29700
2022,15,1,30,0,0,0,0,1,0,60000
2022,15,0,36,0,0,0,0,1,0,7600
2022,15,1,48,0,1,0,0,0,0,90000
2022,15,0,53,0,1,0,0,0,0,71800
2022,15,1,89,0,0,0,0,0,1,44200
2022,15,1,65,0,0,0,1,0,0,92100
2022,15,1,76,0,0,0,0,0,0,20600
2022,15,0,74,0,1,0,0,0,0,83900
2022,15,1,40,0,0,0,0,0,0,50000
2022,15,1,78,0,0,0,0,0,0,1400
2022,15,0,59,0,0,0,0,0,0,11800
2022,15,0,51,0,0,0,0,0,0,45000
2022,15,1,28,0,0,0,1,0,1,88000
2022,15,0,23,0,0,0,1,0,0,13000
2022,15,0,57,0,0,0,1,0,0,36000
2022,15,1,55,0,0,0,1,0,0,50000
2022,15,0,41,0,0,0,1,0,1,50000
2022,15,1,35,0,0,0,1,0,0,6000
2022,15,1,72,0,0,0,0,0,1,44900
2022,15,1,75,0,0,0,0,1,1,72500
2022,15,1,70,0,0,0,1,0,0,20500
2022,15,0,71,0,0,0,1,0,0,20000
2022,15,1,48,0,0,0,1,0,1,69000
2022,15,0,47,0,0,0,1,0,0,60000
2022,15,1,62,0,1,0,0,0,1,98000
2022,15,1,43,0,0,0,1,0,0,63000
2022,15,0,43,0,0,0,1,0,0,110000
2022,15,0,42,0,0,0,1,0,0,4700
2022,15,0,55,0,1,0,0,0,0,20000
2022,15,0,29,0,0,0,0,1,0,25000
2022,15,1,33,1,0,0,0,0,1,50000
2022,15,1,76,0,0,0,0,0,1,49200
2022,15,0,77,1,0,0,0,0,0,39000
2022,15,1,48,1,0,0,0,0,0,42000
2022,15,0,52,0,0,0,0,0,0,0
2022,15,1,65,0,0,0,1,0,0,19700
2022,15,0,65,0,0,0,0,1,0,14900
2022,15,0,55,0,1,0,0,0,0,60000
2022,15,1,58,0,1,0,0,0,0,30000
2022,15,0,26,0,1,0,0,0,1,75000
2022,15,1,51,0,0,0,0,0,0,59800
2022,15,1,67,0,0,0,0,0,0,11000
2022,15,0,20,0,0,0,0,0,0,65000
2022,15,1,67,0,0,0,0,0,1,148320
2022,15,1,75,0,0,0,1,0,1,41000
2022,15,1,60,0,1,0,0,0,1,300
2022,15,0,68,0,0,0,1,0,0,27000
2022,15,0,32,0,0,0,1,0,0,17500
2022,15,1,65,1,0,0,0,1,0,28500
2022,15,0,65,0,0,0,0,0,0,45000
2022,15,1,60,0,0,0,0,0,0,0
2022,15,0,42,0,0,0,0,0,0,35000
2022,15,1,41,0,0,0,0,0,0,50000
2022,15,0,82,0,0,0,1,0,0,5000
2022,15,1,77,0,0,0,1,0,0,11000
2022,15,0,97,0,1,0,0,0,0,34800
2022,15,1,90,0,1,0,0,0,0,24300
2022,15,1,39,0,0,0,1,0,0,10000
2022,15,0,16,0,0,0,1,0,0,0
2022,15,0,15,0,0,0,1,0,0,0
2022,15,1,69,0,0,0,0,0,0,34180
2022,15,0,71,0,0,0,0,1,1,153600
2022,15,1,62,0,0,0,1,0,0,34100
2022,15,1,23,0,0,0,0,0,0,1500
2022,15,0,90,0,0,0,1,0,0,19200
2022,15,1,84,0,0,0,1,0,0,19300
2022,15,1,97,0,1,0,0,0,0,29400
2022,15,0,66,0,1,0,0,0,1,2000
2022,15,1,71,0,1,0,0,0,1,276800
2022,15,0,71,0,0,0,0,1,0,79000
2022,15,1,72,0,0,0,1,0,0,11100
2022,15,1,54,0,0,0,1,0,0,13300
2022,15,1,38,0,0,0,0,0,1,0
2022,15,0,42,0,0,0,0,0,1,15000
2022,15,1,47,0,0,0,0,1,0,43800
2022,15,0,51,0,0,0,0,1,0,44600
2022,15,0,16,0,0,0,0,1,0,6400
2022,15,0,29,0,0,0,0,1,1,60000
2022,15,1,29,0,0,0,0,1,1,54000
2022,15,1,24,0,0,0,0,1,1,50000
2022,15,0,49,0,0,0,1,0,0,33000
2022,15,1,80,0,0,0,1,0,0,14400
2022,15,1,76,0,0,0,1,0,0,12000
2022,15,0,56,0,0,0,0,1,0,87000
2022,15,1,70,0,0,1,0,0,1,25500
2022,15,1,87,0,0,0,0,1,0,48500
2022,15,0,53,1,0,0,0,0,0,20000
2022,15,1,58,0,1,0,0,0,1,100000
2022,15,0,58,0,1,0,0,0,1,92000
2022,15,0,17,0,0,0,1,0,0,3500
2022,15,1,84,0,1,0,0,0,0,212000
2022,15,0,74,0,1,0,0,0,0,40000
2022,15,1,65,0,1,0,0,0,0,50000
2022,15,0,33,0,1,0,0,0,1,133000
2022,15,1,33,0,1,0,0,0,1,0
2022,15,0,72,0,0,0,0,1,1,53000
2022,15,1,63,0,0,0,1,0,1,96000
2022,15,1,60,0,0,0,0,1,0,150000
2022,15,1,70,0,0,0,1,0,0,20620
2022,15,0,74,0,0,0,1,0,0,85000
2022,15,1,37,0,0,0,0,1,1,121000
2022,15,0,37,0,0,0,0,0,1,180490
2022,15,0,29,0,0,0,0,1,1,6000
2022,15,1,29,0,0,0,0,1,1,10000
2022,15,1,72,0,1,0,0,0,1,66400
2022,15,0,45,0,0,0,1,0,0,0
2022,15,0,38,0,0,1,0,0,0,130000
2022,15,1,31,0,0,0,1,0,1,70000
2022,15,0,67,0,0,0,0,1,0,69000
2022,15,0,45,0,1,0,0,0,1,150000
2022,15,0,42,0,1,0,0,0,1,100000
2022,15,0,55,1,0,0,0,0,0,60050
2022,15,1,76,1,0,0,0,0,0,28800
2022,15,1,47,0,0,0,1,0,1,100000
2022,15,0,16,0,0,0,1,0,0,0
2022,15,0,15,0,0,0,1,0,0,0
2022,15,0,74,1,0,0,0,0,0,4300
2022,15,0,86,0,0,0,0,1,0,5470
2022,15,1,87,0,0,0,0,1,0,14400
2022,15,1,33,0,0,0,0,0,0,24000
2022,15,1,70,1,0,0,1,0,0,9600
2022,15,0,68,0,0,0,0,0,0,45000
2022,15,1,66,0,0,0,0,0,0,20000
2022,15,0,79,0,0,0,1,0,0,38000
2022,15,1,30,0,0,0,1,0,0,12500
2022,15,0,27,0,0,0,1,0,0,20800
2022,15,1,61,0,1,0,0,0,0,62000
2022,15,0,65,0,1,0,0,0,0,62000
2022,15,0,76,0,0,0,1,0,0,48000
2022,15,1,74,0,0,0,1,0,0,14400
2022,15,1,59,0,0,0,0,0,1,68000
2022,15,1,60,0,0,0,0,0,0,40000
2022,15,0,40,0,0,0,0,0,0,80000
2022,15,1,35,1,0,0,0,1,0,15000
2022,15,1,47,0,0,0,1,0,0,0
2022,15,0,51,0,0,0,1,0,0,26400
2022,15,0,32,0,0,1,0,0,0,92000
2022,15,1,24,0,0,1,0,0,0,33000
2022,15,1,36,0,0,0,1,0,0,68000
2022,15,0,36,1,0,0,0,0,0,0
2022,15,0,83,0,0,0,0,1,0,72000
2022,15,1,58,0,0,0,0,0,0,24000
2022,15,1,44,0,0,0,1,0,1,70100
2022,15,0,43,0,1,0,0,0,1,90000
2022,15,0,74,0,1,0,0,0,0,45600
2022,15,1,72,0,1,0,0,0,0,28400
2022,15,0,45,0,1,0,0,0,1,321000
2022,15,0,82,0,0,0,0,1,0,19600
2022,15,1,81,0,0,0,0,1,0,5900
2022,15,1,34,0,0,0,1,0,1,40000
2022,15,0,37,0,0,0,1,0,0,2000
2022,15,1,17,0,0,0,1,0,0,3000
2022,15,0,68,0,1,0,0,0,0,25800
2022,15,1,66,0,1,0,0,0,0,22400
2022,15,1,30,0,1,0,0,0,1,33000
2022,15,1,30,0,1,0,0,0,1,33000
2022,15,1,52,0,0,0,0,1,0,0
2022,15,0,24,0,0,0,0,1,0,5000
2022,15,0,24,0,0,0,0,1,0,36000
2022,15,1,23,1,0,0,0,0,0,0
2022,15,1,60,0,1,0,0,0,0,100
2022,15,0,62,0,1,0,0,0,1,60000
2022,15,0,40,1,0,0,1,0,1,120000
2022,15,1,40,0,0,0,1,0,1,50000
2022,15,0,80,0,0,0,1,0,0,158100
2022,15,1,36,0,0,0,1,0,0,35000
2022,15,1,25,0,0,0,0,1,0,0
2022,15,0,28,0,0,0,0,1,0,76000
2022,15,0,80,0,0,0,0,1,1,44100
2022,15,0,60,0,1,0,0,0,1,70000
2022,15,1,57,0,1,0,0,0,1,80000
2022,15,0,23,0,0,0,0,0,0,100000
2022,15,1,64,0,0,0,0,1,1,12000
2022,15,1,51,1,0,0,0,0,1,110000
2022,15,0,16,1,0,0,0,0,0,0
2022,15,1,22,1,0,0,0,0,1,6000
2022,15,1,73,0,1,0,0,0,1,8200
2022,15,0,50,0,0,0,0,1,1,70000
2022,15,1,53,0,1,0,0,0,0,36500
2022,15,1,53,1,0,0,0,0,0,20600
2022,15,0,39,0,0,0,0,0,0,5700
2022,15,1,44,0,1,0,0,0,1,16500
2022,15,0,31,0,1,0,0,0,1,30000
2022,15,0,26,0,1,0,0,0,0,25000
2022,15,0,71,1,0,0,0,0,1,11600
2022,15,1,65,0,0,0,0,1,1,840
2022,15,1,38,1,0,0,0,0,1,0
2022,15,1,33,0,0,0,0,1,1,10000
2022,15,1,58,0,0,0,0,1,1,12000
2022,15,0,60,0,0,0,0,1,1,300000
2022,15,0,42,0,0,0,0,0,0,58900
2022,15,1,39,1,0,0,0,0,0,0
2022,15,1,18,1,0,0,0,0,0,0
2022,15,1,16,1,0,0,0,0,0,0
2022,15,1,18,0,0,0,0,0,0,0
2022,15,1,47,0,1,0,0,0,1,250000
2022,15,0,58,0,0,0,0,1,1,0
2022,15,1,45,0,0,0,0,1,1,140000
